"","year","month","day","start","visitor","pts_visitor","home","pts_home","attend","acr","zer","code"
"462",2019,"12","26","8:00p","San Antonio Spurs",98,"Dallas Mavericks",102,20.427,"DAL",0,"201912260DAL"
"463",2019,"12","26","8:00p","Memphis Grizzlies",110,"Oklahoma City Thunder",97,18.203,"OKC",0,"201912260OKC"
"464",2019,"12","26","10:00p","Minnesota Timberwolves",105,"Sacramento Kings",104,17.583,"SAC",0,"201912260SAC"
"465",2019,"12","26","10:30p","Portland Trail Blazers",115,"Utah Jazz",121,18.306,"UTA",0,"201912260UTA"
"466",2019,"12","27","4:00p","Cleveland Cavaliers",117,"Boston Celtics",129,19.156,"BOS",0,"201912270BOS"
"467",2019,"12","27","7:00p","Oklahoma City Thunder",104,"Charlotte Hornets",102,18.418,"CHO",0,"201912270CHO"
"468",2019,"12","27","7:00p","Philadelphia 76ers",97,"Orlando Magic",98,17.311,"ORL",0,"201912270ORL"
"469",2019,"12","27","7:30p","Milwaukee Bucks",112,"Atlanta Hawks",86,17.358,"ATL",0,"201912270ATL"
"470",2019,"12","27","8:00p","Indiana Pacers",112,"Miami Heat",113,19.767,"MIA",0,"201912270MIA"
"471",2019,"12","27","10:30p","Phoenix Suns",96,"Golden State Warriors",105,18.064,"GSW",0,"201912270GSW"
"472",2019,"12","28","5:00p","Memphis Grizzlies",110,"Denver Nuggets",119,19.697,"DEN",0,"201912280DEN"
"473",2019,"12","28","7:00p","Toronto Raptors",113,"Boston Celtics",97,19.156,"BOS",0,"201912280BOS"
"474",2019,"12","28","7:00p","Indiana Pacers",98,"New Orleans Pelicans",120,15.391,"NOP",0,"201912280NOP"
"475",2019,"12","28","8:00p","Atlanta Hawks",81,"Chicago Bulls",116,21.496,"CHI",0,"201912280CHI"
"476",2019,"12","28","8:00p","Brooklyn Nets",98,"Houston Rockets",108,18.306,"HOU",0,"201912280HOU"
"477",2019,"12","28","8:00p","Philadelphia 76ers",116,"Miami Heat",117,19.865,"MIA",0,"201912280MIA"
"478",2019,"12","28","8:00p","Cleveland Cavaliers",94,"Minnesota Timberwolves",88,15.411,"MIN",0,"201912280MIN"
"479",2019,"12","28","8:00p","New York Knicks",107,"Washington Wizards",100,19.033,"WAS",0,"201912280WAS"
"480",2019,"12","28","8:30p","Dallas Mavericks",141,"Golden State Warriors",121,18.064,"GSW",0,"201912280GSW"
"481",2019,"12","28","8:30p","Orlando Magic",100,"Milwaukee Bucks",111,17.92,"MIL",0,"201912280MIL"
"482",2019,"12","28","8:30p","Detroit Pistons",109,"San Antonio Spurs",136,18.524,"SAS",0,"201912280SAS"
"483",2019,"12","28","9:00p","Phoenix Suns",112,"Sacramento Kings",110,17.583,"SAC",0,"201912280SAC"
"484",2019,"12","28","10:00p","Los Angeles Lakers",128,"Portland Trail Blazers",120,19.96,"POR",0,"201912280POR"
"485",2019,"12","28","10:30p","Utah Jazz",120,"Los Angeles Clippers",107,19.068,"LAC",0,"201912280LAC"
"486",2019,"12","29","6:00p","Oklahoma City Thunder",98,"Toronto Raptors",97,19.8,"TOR",0,"201912290TOR"
"487",2019,"12","29","8:00p","Sacramento Kings",115,"Denver Nuggets",120,19.52,"DEN",0,"201912290DEN"
"488",2019,"12","29","8:00p","Charlotte Hornets",104,"Memphis Grizzlies",117,16.842,"MEM",0,"201912290MEM"
"489",2019,"12","29","8:00p","Houston Rockets",112,"New Orleans Pelicans",127,17.712,"NOP",0,"201912290NOP"
"490",2019,"12","29","9:30p","Dallas Mavericks",95,"Los Angeles Lakers",108,18.997,"LAL",0,"201912290LAL"
"491",2019,"12","30","7:00p","Atlanta Hawks",101,"Orlando Magic",93,17.784,"ORL",0,"201912300ORL"
"492",2019,"12","30","7:00p","Miami Heat",105,"Washington Wizards",123,20.476,"WAS",0,"201912300WAS"
"493",2019,"12","30","8:00p","Milwaukee Bucks",123,"Chicago Bulls",102,21.954,"CHI",0,"201912300CHI"
"494",2019,"12","30","8:00p","Brooklyn Nets",115,"Minnesota Timberwolves",122,15.824,"MIN",0,"201912300MIN"
"495",2019,"12","30","9:00p","Detroit Pistons",81,"Utah Jazz",104,18.306,"UTA",0,"201912300UTA"
"496",2019,"12","30","10:00p","Phoenix Suns",122,"Portland Trail Blazers",116,19.896,"POR",0,"201912300POR"
"497",2019,"12","31","3:00p","Boston Celtics",109,"Charlotte Hornets",92,19.216,"CHO",0,"201912310CHO"
"498",2019,"12","31","3:00p","Philadelphia 76ers",97,"Indiana Pacers",115,17.923,"IND",0,"201912310IND"
"499",2019,"12","31","5:00p","Los Angeles Clippers",105,"Sacramento Kings",87,16.231,"SAC",0,"201912310SAC"
"500",2019,"12","31","7:00p","Denver Nuggets",104,"Houston Rockets",130,18.055,"HOU",0,"201912310HOU"
"501",2019,"12","31","7:00p","Golden State Warriors",113,"San Antonio Spurs",117,18.354,"SAS",0,"201912310SAS"
"502",2019,"12","31","7:00p","Cleveland Cavaliers",97,"Toronto Raptors",117,19.8,"TOR",0,"201912310TOR"
"503",2019,"12","31","8:00p","Dallas Mavericks",101,"Oklahoma City Thunder",106,18.203,"OKC",0,"201912310OKC"
"504",2020,"01","01","6:00p","Orlando Magic",122,"Washington Wizards",101,14.921,"WAS",0,"202001010WAS"
"505",2020,"01","01","7:30p","Portland Trail Blazers",93,"New York Knicks",117,19.812,"NYK",0,"202001010NYK"
"506",2020,"01","01","8:00p","Minnesota Timberwolves",104,"Milwaukee Bucks",106,17.819,"MIL",0,"202001010MIL"
"507",2020,"01","01","10:30p","Phoenix Suns",107,"Los Angeles Lakers",117,18.997,"LAL",0,"202001010LAL"
"508",2020,"01","02","7:00p","Charlotte Hornets",109,"Cleveland Cavaliers",106,17.859,"CLE",0,"202001020CLE"
"509",2020,"01","02","7:00p","Denver Nuggets",124,"Indiana Pacers",116,16.688,"IND",0,"202001020IND"
"510",2020,"01","02","7:30p","Toronto Raptors",76,"Miami Heat",84,19.939,"MIA",0,"202001020MIA"
"511",2020,"01","02","8:00p","Utah Jazz",102,"Chicago Bulls",98,19.398,"CHI",0,"202001020CHI"
"512",2020,"01","02","8:00p","Golden State Warriors",84,"Minnesota Timberwolves",99,15.477,"MIN",0,"202001020MIN"
"513",2020,"01","02","8:30p","Brooklyn Nets",111,"Dallas Mavericks",123,20.289,"DAL",0,"202001020DAL"
"514",2020,"01","02","8:30p","Oklahoma City Thunder",109,"San Antonio Spurs",103,18.354,"SAS",0,"202001020SAS"
"515",2020,"01","02","10:00p","Memphis Grizzlies",123,"Sacramento Kings",128,17.351,"SAC",0,"202001020SAC"
"516",2020,"01","02","10:30p","Detroit Pistons",112,"Los Angeles Clippers",126,19.068,"LAC",0,"202001020LAC"
"517",2020,"01","03","7:00p","Atlanta Hawks",106,"Boston Celtics",109,19.156,"BOS",0,"202001030BOS"
"518",2020,"01","03","7:00p","Miami Heat",85,"Orlando Magic",105,17.198,"ORL",0,"202001030ORL"
"519",2020,"01","03","7:00p","Portland Trail Blazers",122,"Washington Wizards",103,17.945,"WAS",0,"202001030WAS"
"520",2020,"01","03","8:00p","Philadelphia 76ers",108,"Houston Rockets",118,18.055,"HOU",0,"202001030HOU"
"521",2020,"01","03","9:00p","New York Knicks",112,"Phoenix Suns",120,18.055,"PHO",0,"202001030PHO"
"522",2020,"01","03","10:30p","New Orleans Pelicans",113,"Los Angeles Lakers",123,18.997,"LAL",0,"202001030LAL"
"523",2020,"01","04","3:30p","Memphis Grizzlies",140,"Los Angeles Clippers",114,19.068,"LAC",0,"202001040LAC"
"524",2020,"01","04","6:00p","Toronto Raptors",121,"Brooklyn Nets",102,17.732,"BRK",0,"202001040BRK"
"525",2020,"01","04","7:00p","Utah Jazz",109,"Orlando Magic",96,16.913,"ORL",0,"202001040ORL"
"526",2020,"01","04","7:30p","Indiana Pacers",111,"Atlanta Hawks",116,16.42,"ATL",0,"202001040ATL"
"527",2020,"01","04","7:30p","Oklahoma City Thunder",121,"Cleveland Cavaliers",106,19.432,"CLE",0,"202001040CLE"
"528",2020,"01","04","8:00p","Boston Celtics",111,"Chicago Bulls",104,21.13,"CHI",0,"202001040CHI"
"529",2020,"01","04","8:00p","Denver Nuggets",114,"Washington Wizards",128,16.233,"WAS",0,"202001040WAS"
"530",2020,"01","04","8:30p","Charlotte Hornets",123,"Dallas Mavericks",120,20.327,"DAL",0,"202001040DAL"
"531",2020,"01","04","8:30p","Detroit Pistons",111,"Golden State Warriors",104,18.064,"GSW",0,"202001040GSW"
"532",2020,"01","04","8:30p","San Antonio Spurs",118,"Milwaukee Bucks",127,18.002,"MIL",0,"202001040MIL"
"533",2020,"01","04","10:00p","New Orleans Pelicans",117,"Sacramento Kings",115,16.808,"SAC",0,"202001040SAC"
"534",2020,"01","05","3:30p","New York Knicks",132,"Los Angeles Clippers",135,19.068,"LAC",0,"202001050LAC"
"535",2020,"01","05","6:00p","Portland Trail Blazers",111,"Miami Heat",122,19.846,"MIA",0,"202001050MIA"
"536",2020,"01","05","7:30p","Minnesota Timberwolves",118,"Cleveland Cavaliers",103,16.159,"CLE",0,"202001050CLE"
"537",2020,"01","05","8:00p","Memphis Grizzlies",121,"Phoenix Suns",114,14.181,"PHO",0,"202001050PHO"
"538",2020,"01","05","10:00p","Detroit Pistons",99,"Los Angeles Lakers",106,18.997,"LAL",0,"202001050LAL"
"539",2020,"01","06","7:00p","Indiana Pacers",115,"Charlotte Hornets",104,13.009,"CHO",0,"202001060CHO"
"540",2020,"01","06","7:00p","Brooklyn Nets",89,"Orlando Magic",101,15.008,"ORL",0,"202001060ORL"
"541",2020,"01","06","7:00p","Oklahoma City Thunder",113,"Philadelphia 76ers",120,20.561,"PHI",0,"202001060PHI"
"542",2020,"01","06","7:00p","Boston Celtics",94,"Washington Wizards",99,17.963,"WAS",0,"202001060WAS"
"543",2020,"01","06","7:30p","Denver Nuggets",123,"Atlanta Hawks",115,15.286,"ATL",0,"202001060ATL"
"544",2020,"01","06","8:00p","Utah Jazz",128,"New Orleans Pelicans",126,14.138,"NOP",0,"202001060NOP"
"545",2020,"01","06","8:30p","Chicago Bulls",110,"Dallas Mavericks",118,20.238,"DAL",0,"202001060DAL"
"546",2020,"01","06","8:30p","Milwaukee Bucks",104,"San Antonio Spurs",126,18.354,"SAS",0,"202001060SAS"
"547",2020,"01","06","10:00p","Golden State Warriors",98,"Sacramento Kings",111,15.819,"SAC",0,"202001060SAC"
"548",2020,"01","07","7:00p","Detroit Pistons",115,"Cleveland Cavaliers",113,17.274,"CLE",0,"202001070CLE"
"549",2020,"01","07","7:00p","Portland Trail Blazers",101,"Toronto Raptors",99,19.8,"TOR",0,"202001070TOR"
"550",2020,"01","07","7:30p","Oklahoma City Thunder",111,"Brooklyn Nets",103,15.677,"BRK",0,"202001070BRK"
"551",2020,"01","07","8:00p","Minnesota Timberwolves",112,"Memphis Grizzlies",119,14.117,"MEM",0,"202001070MEM"
"552",2020,"01","07","9:00p","Sacramento Kings",114,"Phoenix Suns",103,14.134,"PHO",0,"202001070PHO"
"553",2020,"01","07","10:30p","New York Knicks",87,"Los Angeles Lakers",117,18.997,"LAL",0,"202001070LAL"
"554",2020,"01","08","7:00p","San Antonio Spurs",129,"Boston Celtics",114,19.156,"BOS",0,"202001080BOS"
"555",2020,"01","08","7:00p","Toronto Raptors",112,"Charlotte Hornets",110,13.965,"CHO",0,"202001080CHO"
"556",2020,"01","08","7:00p","Miami Heat",122,"Indiana Pacers",108,17.04,"IND",0,"202001080IND"
"557",2020,"01","08","7:00p","Washington Wizards",89,"Orlando Magic",123,16.013,"ORL",0,"202001080ORL"
"558",2020,"01","08","7:30p","Houston Rockets",122,"Atlanta Hawks",115,16.514,"ATL",0,"202001080ATL"
"559",2020,"01","08","7:30p","Denver Nuggets",107,"Dallas Mavericks",106,20.314,"DAL",0,"202001080DAL"
"560",2020,"01","08","8:00p","Chicago Bulls",108,"New Orleans Pelicans",123,15.324,"NOP",0,"202001080NOP"
"561",2020,"01","08","9:00p","New York Knicks",104,"Utah Jazz",128,18.306,"UTA",0,"202001080UTA"
"562",2020,"01","08","10:00p","Milwaukee Bucks",107,"Golden State Warriors",98,18.064,"GSW",0,"202001080GSW"
"563",2020,"01","09","7:00p","Cleveland Cavaliers",115,"Detroit Pistons",112,13.445,"DET",0,"202001090DET"
"564",2020,"01","09","7:00p","Boston Celtics",98,"Philadelphia 76ers",109,20.822,"PHI",0,"202001090PHI"
"565",2020,"01","09","8:00p","Portland Trail Blazers",102,"Minnesota Timberwolves",116,13.72,"MIN",0,"202001090MIN"
"566",2020,"01","09","9:30p","Houston Rockets",92,"Oklahoma City Thunder",113,18.203,"OKC",0,"202001090OKC"
"567",2020,"01","10","7:00p","Atlanta Hawks",101,"Washington Wizards",111,16.36,"WAS",0,"202001100WAS"
"568",2020,"01","10","7:15p","New Orleans Pelicans",123,"New York Knicks",111,18.003,"NYK",0,"202001100NYK"
"569",2020,"01","10","7:30p","Miami Heat",113,"Brooklyn Nets",117,16.011,"BRK",0,"202001100BRK"
"570",2020,"01","10","8:00p","Indiana Pacers",116,"Chicago Bulls",105,20.229,"CHI",0,"202001100CHI"
"571",2020,"01","10","8:00p","San Antonio Spurs",121,"Memphis Grizzlies",134,16.448,"MEM",0,"202001100MEM"
"572",2020,"01","10","9:00p","Orlando Magic",94,"Phoenix Suns",98,14.562,"PHO",0,"202001100PHO"
"573",2020,"01","10","9:00p","Charlotte Hornets",92,"Utah Jazz",109,18.306,"UTA",0,"202001100UTA"
"574",2020,"01","10","9:45p","Los Angeles Lakers",129,"Dallas Mavericks",114,20.542,"DAL",0,"202001100DAL"
"575",2020,"01","10","10:00p","Milwaukee Bucks",127,"Sacramento Kings",106,17.583,"SAC",0,"202001100SAC"
"576",2020,"01","10","10:30p","Golden State Warriors",100,"Los Angeles Clippers",109,19.068,"LAC",0,"202001100LAC"
"577",2020,"01","11","5:00p","Minnesota Timberwolves",109,"Houston Rockets",139,18.055,"HOU",0,"202001110HOU"
"578",2020,"01","11","7:00p","New Orleans Pelicans",105,"Boston Celtics",140,19.156,"BOS",0,"202001110BOS"
"579",2020,"01","11","7:00p","Chicago Bulls",108,"Detroit Pistons",99,15.951,"DET",0,"202001110DET"
"580",2020,"01","11","8:00p","Los Angeles Lakers",125,"Oklahoma City Thunder",110,18.203,"OKC",0,"202001110OKC"
"581",2020,"01","11","8:30p","Philadelphia 76ers",91,"Dallas Mavericks",109,20.244,"DAL",0,"202001110DAL"
"582",2020,"01","11","9:00p","Cleveland Cavaliers",111,"Denver Nuggets",103,19.533,"DEN",0,"202001110DEN"
"583",2020,"01","11","10:00p","Milwaukee Bucks",122,"Portland Trail Blazers",101,19.843,"POR",0,"202001110POR"
"584",2020,"01","12","3:30p","Miami Heat",121,"New York Knicks",124,18.861,"NYK",0,"202001120NYK"
"585",2020,"01","12","3:30p","Utah Jazz",127,"Washington Wizards",116,15.953,"WAS",0,"202001120WAS"
"586",2020,"01","12","6:00p","Atlanta Hawks",86,"Brooklyn Nets",108,15.201,"BRK",0,"202001120BRK"
"587",2020,"01","12","6:00p","Golden State Warriors",102,"Memphis Grizzlies",122,16.408,"MEM",0,"202001120MEM"
"588",2020,"01","12","6:00p","San Antonio Spurs",105,"Toronto Raptors",104,19.8,"TOR",0,"202001120TOR"
"589",2020,"01","12","8:00p","Los Angeles Clippers",104,"Denver Nuggets",114,19.52,"DEN",0,"202001120DEN"
"590",2020,"01","12","8:00p","Charlotte Hornets",92,"Phoenix Suns",100,14.751,"PHO",0,"202001120PHO"
"591",2020,"01","13","7:00p","New Orleans Pelicans",117,"Detroit Pistons",110,13.78,"DET",0,"202001130DET"
"592",2020,"01","13","7:00p","Philadelphia 76ers",95,"Indiana Pacers",101,15.257,"IND",0,"202001130IND"
"593",2020,"01","13","7:30p","Chicago Bulls",101,"Boston Celtics",113,19.156,"BOS",0,"202001130BOS"
"594",2020,"01","13","8:00p","Oklahoma City Thunder",117,"Minnesota Timberwolves",104,11.044,"MIN",0,"202001130MIN"
"595",2020,"01","13","10:00p","Charlotte Hornets",112,"Portland Trail Blazers",115,19.111,"POR",0,"202001130POR"
"596",2020,"01","13","10:00p","Orlando Magic",114,"Sacramento Kings",112,16.299,"SAC",0,"202001130SAC"
"597",2020,"01","13","10:30p","Cleveland Cavaliers",99,"Los Angeles Lakers",128,18.997,"LAL",0,"202001130LAL"
"598",2020,"01","14","7:30p","Phoenix Suns",110,"Atlanta Hawks",123,16.06,"ATL",0,"202001140ATL"
"599",2020,"01","14","7:30p","Utah Jazz",118,"Brooklyn Nets",107,15.381,"BRK",0,"202001140BRK"
"600",2020,"01","14","8:00p","Houston Rockets",110,"Memphis Grizzlies",121,16.181,"MEM",0,"202001140MEM"
"601",2020,"01","14","8:00p","New York Knicks",102,"Milwaukee Bucks",128,17.59,"MIL",0,"202001140MIL"
"602",2020,"01","14","10:30p","Dallas Mavericks",124,"Golden State Warriors",97,18.064,"GSW",0,"202001140GSW"
"603",2020,"01","14","10:30p","Cleveland Cavaliers",103,"Los Angeles Clippers",128,19.068,"LAC",0,"202001140LAC"
"604",2020,"01","15","7:00p","Detroit Pistons",116,"Boston Celtics",103,19.156,"BOS",0,"202001150BOS"
"605",2020,"01","15","7:00p","Brooklyn Nets",106,"Philadelphia 76ers",117,20.416,"PHI",0,"202001150PHI"
"606",2020,"01","15","7:30p","San Antonio Spurs",100,"Miami Heat",106,19.704,"MIA",0,"202001150MIA"
"607",2020,"01","15","8:00p","Washington Wizards",106,"Chicago Bulls",115,19.382,"CHI",0,"202001150CHI"
"608",2020,"01","15","8:00p","Indiana Pacers",104,"Minnesota Timberwolves",99,12.648,"MIN",0,"202001150MIN"
"609",2020,"01","15","8:00p","Toronto Raptors",130,"Oklahoma City Thunder",121,18.203,"OKC",0,"202001150OKC"
"610",2020,"01","15","9:00p","Charlotte Hornets",86,"Denver Nuggets",100,19.52,"DEN",0,"202001150DEN"
"611",2020,"01","15","9:30p","Portland Trail Blazers",117,"Houston Rockets",107,18.055,"HOU",0,"202001150HOU"
"612",2020,"01","15","10:00p","Dallas Mavericks",127,"Sacramento Kings",123,17.029,"SAC",0,"202001150SAC"
"613",2020,"01","15","10:30p","Orlando Magic",119,"Los Angeles Lakers",118,18.997,"LAL",0,"202001150LAL"
"614",2020,"01","16","7:30p","Phoenix Suns",121,"New York Knicks",98,18.215,"NYK",0,"202001160NYK"
"615",2020,"01","16","8:00p","Boston Celtics",123,"Milwaukee Bucks",128,17.873,"MIL",0,"202001160MIL"
"616",2020,"01","16","8:00p","Utah Jazz",132,"New Orleans Pelicans",138,16.717,"NOP",0,"202001160NOP"
"617",2020,"01","16","10:30p","Denver Nuggets",134,"Golden State Warriors",131,18.064,"GSW",0,"202001160GSW"
"618",2020,"01","16","10:30p","Orlando Magic",95,"Los Angeles Clippers",122,19.068,"LAC",0,"202001160LAC"
"619",2020,"01","17","7:00p","Minnesota Timberwolves",114,"Indiana Pacers",116,16.248,"IND",0,"202001170IND"
"620",2020,"01","17","7:00p","Chicago Bulls",89,"Philadelphia 76ers",100,20.919,"PHI",0,"202001170PHI"
"621",2020,"01","17","7:00p","Washington Wizards",111,"Toronto Raptors",140,19.8,"TOR",0,"202001170TOR"
"622",2020,"01","17","8:00p","Cleveland Cavaliers",109,"Memphis Grizzlies",113,17.102,"MEM",0,"202001170MEM"
"623",2020,"01","17","8:00p","Miami Heat",115,"Oklahoma City Thunder",108,18.203,"OKC",0,"202001170OKC"
"624",2020,"01","17","8:30p","Atlanta Hawks",121,"San Antonio Spurs",120,18.354,"SAS",0,"202001170SAS"
"625",2020,"01","17","9:30p","Portland Trail Blazers",112,"Dallas Mavericks",120,20.283,"DAL",0,"202001170DAL"
"626",2020,"01","18","3:30p","Los Angeles Clippers",133,"New Orleans Pelicans",130,17.959,"NOP",0,"202001180NOP"
"627",2020,"01","18","6:00p","Milwaukee Bucks",117,"Brooklyn Nets",97,17.732,"BRK",0,"202001180BRK"
"628",2020,"01","18","7:00p","Phoenix Suns",123,"Boston Celtics",119,19.156,"BOS",0,"202001180BOS"
"629",2020,"01","18","7:30p","Detroit Pistons",136,"Atlanta Hawks",103,17.056,"ATL",0,"202001180ATL"
"630",2020,"01","18","7:30p","Philadelphia 76ers",90,"New York Knicks",87,17.812,"NYK",0,"202001180NYK"
"631",2020,"01","18","8:00p","Cleveland Cavaliers",116,"Chicago Bulls",118,19.939,"CHI",0,"202001180CHI"
"632",2020,"01","18","8:00p","Toronto Raptors",122,"Minnesota Timberwolves",112,16.52,"MIN",0,"202001180MIN"
"633",2020,"01","18","8:30p","Orlando Magic",95,"Golden State Warriors",109,18.064,"GSW",0,"202001180GSW"
"634",2020,"01","18","8:30p","Los Angeles Lakers",124,"Houston Rockets",115,18.502,"HOU",0,"202001180HOU"
"635",2020,"01","18","9:00p","Portland Trail Blazers",106,"Oklahoma City Thunder",119,18.203,"OKC",0,"202001180OKC"
"636",2020,"01","18","9:00p","Sacramento Kings",101,"Utah Jazz",123,18.306,"UTA",0,"202001180UTA"
"637",2020,"01","19","3:00p","Miami Heat",102,"San Antonio Spurs",107,18.422,"SAS",0,"202001190SAS"
"638",2020,"01","19","8:00p","Indiana Pacers",115,"Denver Nuggets",107,19.52,"DEN",0,"202001190DEN"
"639",2020,"01","20","2:00p","Detroit Pistons",100,"Washington Wizards",106,17.305,"WAS",0,"202001200WAS"
"640",2020,"01","20","2:30p","Toronto Raptors",122,"Atlanta Hawks",117,17.3,"ATL",0,"202001200ATL"
"641",2020,"01","20","3:00p","Philadelphia 76ers",117,"Brooklyn Nets",111,16.801,"BRK",0,"202001200BRK"
"642",2020,"01","20","5:00p","Orlando Magic",106,"Charlotte Hornets",83,16.133,"CHO",0,"202001200CHO"
"643",2020,"01","20","5:00p","New York Knicks",106,"Cleveland Cavaliers",86,17.133,"CLE",0,"202001200CLE"
"644",2020,"01","20","5:00p","Oklahoma City Thunder",112,"Houston Rockets",107,18.055,"HOU",0,"202001200HOU"
"645",2020,"01","20","5:00p","New Orleans Pelicans",126,"Memphis Grizzlies",116,17.794,"MEM",0,"202001200MEM"
"646",2020,"01","20","5:00p","Sacramento Kings",113,"Miami Heat",118,19.6,"MIA",0,"202001200MIA"
"647",2020,"01","20","5:00p","Chicago Bulls",98,"Milwaukee Bucks",111,17.747,"MIL",0,"202001200MIL"
"648",2020,"01","20","7:30p","Los Angeles Lakers",107,"Boston Celtics",139,19.156,"BOS",0,"202001200BOS"
"649",2020,"01","20","8:00p","Denver Nuggets",107,"Minnesota Timberwolves",100,12.172,"MIN",0,"202001200MIN"
"650",2020,"01","20","9:00p","San Antonio Spurs",120,"Phoenix Suns",118,14.847,"PHO",0,"202001200PHO"
"651",2020,"01","20","9:00p","Indiana Pacers",88,"Utah Jazz",118,18.306,"UTA",0,"202001200UTA"
"652",2020,"01","20","10:00p","Golden State Warriors",124,"Portland Trail Blazers",129,19.493,"POR",0,"202001200POR"
"653",2020,"01","21","8:30p","Los Angeles Clippers",110,"Dallas Mavericks",107,19.783,"DAL",0,"202001210DAL"
"654",2020,"01","22","7:00p","Sacramento Kings",106,"Detroit Pistons",127,13.972,"DET",0,"202001220DET"
"655",2020,"01","22","7:00p","Oklahoma City Thunder",120,"Orlando Magic",114,18.846,"ORL",0,"202001220ORL"
"656",2020,"01","22","7:00p","Philadelphia 76ers",95,"Toronto Raptors",107,19.8,"TOR",0,"202001220TOR"
"657",2020,"01","22","7:30p","Los Angeles Clippers",95,"Atlanta Hawks",102,14.338,"ATL",0,"202001220ATL"
"658",2020,"01","22","7:30p","Memphis Grizzlies",95,"Boston Celtics",119,19.156,"BOS",0,"202001220BOS"
"659",2020,"01","22","7:30p","Washington Wizards",129,"Miami Heat",134,19.6,"MIA",0,"202001220MIA"
"660",2020,"01","22","7:30p","Los Angeles Lakers",100,"New York Knicks",92,19.812,"NYK",0,"202001220NYK"
"661",2020,"01","22","8:00p","Minnesota Timberwolves",110,"Chicago Bulls",117,18.875,"CHI",0,"202001220CHI"
"662",2020,"01","22","8:00p","Denver Nuggets",105,"Houston Rockets",121,18.055,"HOU",0,"202001220HOU"
"663",2020,"01","22","9:00p","Indiana Pacers",112,"Phoenix Suns",87,14.691,"PHO",0,"202001220PHO"
"664",2020,"01","22","9:30p","San Antonio Spurs",121,"New Orleans Pelicans",117,18.365,"NOP",0,"202001220NOP"
"665",2020,"01","22","10:00p","Utah Jazz",129,"Golden State Warriors",96,18.064,"GSW",0,"202001220GSW"
"666",2020,"01","23","7:00p","Washington Wizards",124,"Cleveland Cavaliers",112,16.689,"CLE",0,"202001230CLE"
"667",2020,"01","23","8:00p","Los Angeles Lakers",128,"Brooklyn Nets",113,17.732,"BRK",0,"202001230BRK"
"668",2020,"01","23","10:30p","Dallas Mavericks",133,"Portland Trail Blazers",125,19.574,"POR",0,"202001230POR"
"669",2020,"01","24","3:00p","Milwaukee Bucks",116,"Charlotte Hornets",103,15.758,"CHO",0,"202001240CHO"
"670",2020,"01","24","7:00p","Memphis Grizzlies",125,"Detroit Pistons",112,14.583,"DET",0,"202001240DET"
"671",2020,"01","24","7:00p","Boston Celtics",109,"Orlando Magic",98,18.846,"ORL",0,"202001240ORL"
"672",2020,"01","24","7:30p","Toronto Raptors",118,"New York Knicks",112,18.883,"NYK",0,"202001240NYK"
"673",2020,"01","24","8:00p","Sacramento Kings",98,"Chicago Bulls",81,17.661,"CHI",0,"202001240CHI"
"674",2020,"01","24","8:00p","Los Angeles Clippers",122,"Miami Heat",117,19.632,"MIA",0,"202001240MIA"
"675",2020,"01","24","8:00p","Houston Rockets",131,"Minnesota Timberwolves",124,16.101,"MIN",0,"202001240MIN"
"676",2020,"01","24","8:00p","Denver Nuggets",113,"New Orleans Pelicans",106,16.398,"NOP",0,"202001240NOP"
"677",2020,"01","24","8:00p","Atlanta Hawks",111,"Oklahoma City Thunder",140,18.203,"OKC",0,"202001240OKC"
"678",2020,"01","24","8:30p","Phoenix Suns",103,"San Antonio Spurs",99,18.354,"SAS",0,"202001240SAS"
"679",2020,"01","24","10:30p","Indiana Pacers",129,"Golden State Warriors",118,18.064,"GSW",0,"202001240GSW"
"680",2020,"01","25","5:00p","Dallas Mavericks",107,"Utah Jazz",112,18.306,"UTA",0,"202001250UTA"
"681",2020,"01","25","7:00p","Brooklyn Nets",121,"Detroit Pistons",111,15.89,"DET",0,"202001250DET"
"682",2020,"01","25","8:00p","Chicago Bulls",118,"Cleveland Cavaliers",106,19.432,"CLE",0,"202001250CLE"
"683",2020,"01","25","8:00p","Oklahoma City Thunder",113,"Minnesota Timberwolves",104,16.236,"MIN",0,"202001250MIN"
"684",2020,"01","25","8:30p","Los Angeles Lakers",91,"Philadelphia 76ers",108,21.109,"PHI",0,"202001250PHI"
"685",2020,"01","26","3:30p","Houston Rockets",110,"Denver Nuggets",117,19.52,"DEN",0,"202001260DEN"
"686",2020,"01","26","4:00p","Toronto Raptors",110,"San Antonio Spurs",106,18.354,"SAS",0,"202001260SAS"
"687",2020,"01","26","6:00p","Washington Wizards",133,"Atlanta Hawks",152,15.567,"ATL",0,"202001260ATL"
"688",2020,"01","26","6:00p","Phoenix Suns",109,"Memphis Grizzlies",114,17.214,"MEM",0,"202001260MEM"
"689",2020,"01","26","6:00p","Boston Celtics",108,"New Orleans Pelicans",123,16.737,"NOP",0,"202001260NOP"
"690",2020,"01","26","6:00p","Brooklyn Nets",97,"New York Knicks",110,17.831,"NYK",0,"202001260NYK"
"691",2020,"01","26","6:00p","Los Angeles Clippers",112,"Orlando Magic",97,15.427,"ORL",0,"202001260ORL"
"692",2020,"01","26","9:00p","Indiana Pacers",129,"Portland Trail Blazers",139,19.663,"POR",0,"202001260POR"
"693",2020,"01","27","7:00p","Cleveland Cavaliers",115,"Detroit Pistons",100,12.597,"DET",0,"202001270DET"
